elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,0.02,15.0,0.0,NO_ACTION,target_instance_1,normal,0.9
10.0,1,0.02,14.96,0.0,NO_ACTION,target_instance_1,normal,0.82
15.0,1,0.01,14.96,0.0,NO_ACTION,target_instance_1,normal,2.09
20.0,1,0.02,14.96,0.0,NO_ACTION,target_instance_1,normal,1.19
25.0,1,24.55,22.19,62.1,NO_ACTION,target_instance_1,attack,4.99
30.0,1,16.92,21.98,42.53,NO_ACTION,target_instance_1,attack,3.17
35.0,1,20.21,22.0,51.78,NO_ACTION,target_instance_1,attack,3.29
40.0,1,15.87,22.14,47.55,NO_ACTION,target_instance_1,attack,2.45
45.0,1,18.32,22.27,48.94,NO_ACTION,target_instance_1,attack,3.17
50.0,1,10.41,22.27,45.45,NO_ACTION,target_instance_1,attack,2.95
55.0,1,11.96,22.04,44.92,NO_ACTION,target_instance_1,attack,2.88
60.0,1,9.57,22.04,44.25,NO_ACTION,target_instance_1,attack,4.11
65.0,1,29.22,22.17,45.83,NO_ACTION,target_instance_1,attack,3.37
70.0,1,14.2,22.22,42.58,NO_ACTION,target_instance_1,attack,2.7
75.0,1,15.33,22.19,43.89,NO_ACTION,target_instance_1,attack,3.57
80.0,1,13.11,22.3,39.56,NO_ACTION,target_instance_1,attack,2.5
85.0,1,12.42,22.31,41.61,NO_ACTION,target_instance_1,attack,3.63
90.0,1,21.11,22.14,42.09,NO_ACTION,target_instance_1,attack,3.17
95.0,1,9.26,22.06,45.18,NO_ACTION,target_instance_1,attack,3.26
100.0,1,15.87,22.06,41.02,NO_ACTION,target_instance_1,attack,3.06
105.0,1,20.02,22.31,48.98,NO_ACTION,target_instance_1,attack,4.26
110.0,1,11.64,22.07,48.36,NO_ACTION,target_instance_1,attack,4.8
115.0,1,25.16,22.19,54.92,NO_ACTION,target_instance_1,attack,4.2
120.0,1,22.43,22.18,56.39,NO_ACTION,target_instance_1,attack,3.7
125.0,1,12.6,22.43,43.26,NO_ACTION,target_instance_1,attack,3.31
130.0,1,20.28,22.31,40.09,NO_ACTION,target_instance_1,attack,3.5
135.0,1,21.24,22.32,49.6,NO_ACTION,target_instance_1,attack,3.56
140.0,1,23.14,22.47,44.76,NO_ACTION,target_instance_1,attack,4.02
145.0,1,12.56,22.07,50.28,NO_ACTION,target_instance_1,attack,2.88
150.0,1,8.83,22.43,40.67,NO_ACTION,target_instance_1,attack,3.03
155.0,1,20.34,22.32,42.9,NO_ACTION,target_instance_1,attack,3.44
160.0,1,13.36,22.23,39.88,NO_ACTION,target_instance_1,attack,2.46
165.0,1,0.02,21.81,0.0,NO_ACTION,target_instance_1,normal,0.95
170.0,1,0.02,21.8,0.0,NO_ACTION,target_instance_1,normal,0.63
175.0,1,0.01,21.8,0.0,NO_ACTION,target_instance_1,normal,0.83
