num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,12,9.403,1.276,53
,10.0,,,16,9.475,1.689,49
,10.0,,,8,9.513,0.841,56
,10.0,,,12,9.537,1.258,51
4,10.0,40.0,3,,,,
,10.0,,,0,25.457,0.0,182
,10.0,,,12,25.459,0.471,178
,10.0,,,10,25.458,0.393,163
,10.0,,,0,25.48,0.0,221
4,10.0,40.0,4,,,,
,10.0,,,0,30.376,0.0,207
,10.0,,,0,30.41,0.0,197
,10.0,,,38,30.408,1.25,154
,10.0,,,0,30.413,0.0,223
,10.0,,,14,118.308,0.118,912
,10.0,,,0,119.793,0.0,876
,10.0,,,0,120.34,0.0,896
,10.0,,,0,120.343,0.0,931
