elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.02,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,0.02,14.97,0.0,NO_ACTION,target_instance_1,normal,0.63
10.0,1,0.01,14.95,0.0,NO_ACTION,target_instance_1,normal,0.6
15.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,1.15
20.0,1,0.02,14.95,0.0,NO_ACTION,target_instance_1,normal,0.57
25.0,2,200.42,23.61,407.61,SCALE_UP,target_instance_1,attack,30.06
30.0,2,195.31,23.05,415.91,NO_ACTION,target_instance_1,attack,49.45
35.0,2,197.81,22.68,980.09,NO_ACTION,"target_instance_1,target_instance_2",attack,56.22
40.0,2,197.42,23.46,1543.32,NO_ACTION,"target_instance_1,target_instance_2",attack,57.2
45.0,3,198.73,24.64,0.0,SCALE_UP,"target_instance_1,target_instance_2",attack,62.82
50.0,3,198.58,24.62,442.85,NO_ACTION,"target_instance_1,target_instance_2",attack,78.51
55.0,3,200.7,24.22,524.42,NO_ACTION,"target_instance_1,target_instance_2",attack,76.94
60.0,3,199.06,23.98,632.89,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,79.56
65.0,4,198.13,24.99,655.03,SCALE_UP,"target_instance_3,target_instance_1,target_instance_2",attack,81.58
70.0,4,178.44,24.8,549.37,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,95.87
75.0,4,193.24,25.2,1035.74,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",attack,97.54
80.0,4,193.13,24.46,1292.05,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,93.49
85.0,4,188.01,24.31,968.79,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,96.84
90.0,4,188.67,24.16,919.58,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,94.07
95.02,4,198.61,24.36,954.99,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,99.5
100.01,4,192.2,24.08,1199.86,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,94.92
105.0,4,180.78,24.02,935.35,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,89.97
110.0,4,183.94,23.99,932.87,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,94.89
115.0,4,170.92,23.86,970.25,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,94.79
120.0,4,145.61,23.86,431.67,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,77.89
125.0,4,157.0,23.74,941.93,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,96.5
130.0,4,202.03,23.64,1042.04,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,97.11
135.0,4,197.44,23.59,1338.11,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,99.92
140.0,4,197.89,23.56,797.84,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,98.85
145.0,4,186.82,23.5,966.41,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,93.77
150.0,4,184.53,23.6,1152.56,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,98.77
155.0,4,193.96,23.56,923.12,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,96.89
160.0,4,194.86,23.59,1086.91,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",attack,95.24
165.0,4,146.71,23.66,0.0,NO_ACTION,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",normal,24.15
170.0,3,0.02,23.14,0.0,SCALE_DOWN,"target_instance_3,target_instance_1,target_instance_4,target_instance_2",normal,2.2
175.55,3,0.01,23.43,0.0,NO_ACTION,"target_instance_3,target_instance_1,target_instance_2",normal,14.29
