num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,55,6.241,8.813,0
,10.0,,,84,6.328,13.274,0
,10.0,,,56,6.357,8.809,0
,10.0,,,58,6.521,8.895,0
4,10.0,40.0,2,,,,
,10.0,,,240,23.93,10.029,0
,10.0,,,260,23.975,10.845,0
,10.0,,,248,24.126,10.279,0
,10.0,,,227,24.125,9.409,0
4,10.0,40.0,3,,,,
,10.0,,,242,23.015,10.515,5
,10.0,,,194,23.036,8.422,0
,10.0,,,239,23.04,10.373,0
,10.0,,,246,23.102,10.648,0
4,10.0,40.0,2,,,,
,10.0,,,774,83.368,9.284,0
,10.0,,,830,83.362,9.957,0
,10.0,,,802,83.385,9.618,0
,10.0,,,790,83.618,9.448,0
