num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,68,8.421,8.075,0
,10.0,,,80,8.546,9.361,0
,10.0,,,74,8.622,8.582,0
,10.0,,,73,8.693,8.398,0
4,10.0,40.0,3,,,,
,10.0,,,193,20.953,9.211,0
,10.0,,,47,21.037,2.234,134
,10.0,,,169,21.098,8.01,0
,10.0,,,45,21.419,2.101,149
,10.0,,,184,19.198,9.584,0
,10.0,,,187,19.509,9.585,0
4,10.0,40.0,4,,,,
,10.0,,,0,20.983,0.0,193
,10.0,,,0,21.067,0.0,177
,10.0,,,875,91.929,9.518,0
,10.0,,,915,91.992,9.946,0
,10.0,,,762,92.067,8.277,192
,10.0,,,954,92.074,10.361,0
