timestamp,src_ip,src_port,dst_ip,dst_port,packet_length,label
1.3670101165771484,127.0.0.1,37082,127.0.0.1,8080,0,benign
1.3698375225067139,127.0.0.1,8080,127.0.0.1,37082,0,benign
1.371922492980957,127.0.0.1,37082,127.0.0.1,8080,0,benign
1.373955488204956,127.0.0.1,37082,127.0.0.1,8080,163,benign
1.3759238719940186,127.0.0.1,8080,127.0.0.1,37082,0,benign
1.378511905670166,127.0.0.1,37090,127.0.0.1,8080,0,benign
1.3846967220306396,127.0.0.1,8080,127.0.0.1,37090,0,benign
1.3898952007293701,127.0.0.1,37090,127.0.0.1,8080,0,benign
1.3951170444488525,127.0.0.1,37104,127.0.0.1,8080,0,benign
1.4023351669311523,127.0.0.1,8080,127.0.0.1,37104,0,benign
1.4061107635498047,127.0.0.1,37104,127.0.0.1,8080,0,benign
1.4093282222747803,127.0.0.1,37090,127.0.0.1,8080,163,benign
1.4118854999542236,127.0.0.1,8080,127.0.0.1,37090,0,benign
1.4196009635925293,127.0.0.1,37106,127.0.0.1,8080,0,benign
1.4300875663757324,127.0.0.1,8080,127.0.0.1,37106,0,benign
1.440765619277954,127.0.0.1,37106,127.0.0.1,8080,0,benign
1.4440834522247314,127.0.0.1,37104,127.0.0.1,8080,163,benign
1.4496324062347412,127.0.0.1,8080,127.0.0.1,37104,0,benign
1.453751564025879,127.0.0.1,37116,127.0.0.1,8080,0,benign
1.4605350494384766,127.0.0.1,8080,127.0.0.1,37116,0,benign
1.471043348312378,127.0.0.1,37116,127.0.0.1,8080,0,benign
1.4741966724395752,127.0.0.1,37116,127.0.0.1,8080,163,benign
1.4768650531768799,127.0.0.1,37106,127.0.0.1,8080,163,benign
1.4826717376708984,127.0.0.1,8080,127.0.0.1,37116,0,benign
1.4855561256408691,127.0.0.1,8080,127.0.0.1,37106,0,benign
1.4893851280212402,127.0.0.1,37120,127.0.0.1,8080,0,benign
1.492729902267456,127.0.0.1,8080,127.0.0.1,37120,0,benign
1.50278902053833,127.0.0.1,37120,127.0.0.1,8080,0,benign
1.5075123310089111,127.0.0.1,37120,127.0.0.1,8080,163,benign
1.5108022689819336,127.0.0.1,8080,127.0.0.1,37120,0,benign
1.5138351917266846,127.0.0.1,37136,127.0.0.1,8080,0,benign
1.5174555778503418,127.0.0.1,8080,127.0.0.1,37136,0,benign
1.5204157829284668,127.0.0.1,37136,127.0.0.1,8080,0,benign
1.524961233139038,127.0.0.1,37136,127.0.0.1,8080,163,benign
1.5313167572021484,127.0.0.1,8080,127.0.0.1,37136,0,benign
1.539665937423706,127.0.0.1,8080,127.0.0.1,37082,138,benign
1.5477564334869385,127.0.0.1,37082,127.0.0.1,8080,0,benign
1.5596051216125488,127.0.0.1,8080,127.0.0.1,37090,138,benign
1.5629408359527588,127.0.0.1,37090,127.0.0.1,8080,0,benign
1.5707182884216309,127.0.0.1,8080,127.0.0.1,37090,56,benign
1.576075553894043,127.0.0.1,37090,127.0.0.1,8080,0,benign
1.578723669052124,127.0.0.1,8080,127.0.0.1,37082,56,benign
1.581766128540039,127.0.0.1,37082,127.0.0.1,8080,0,benign
1.584392786026001,127.0.0.1,8080,127.0.0.1,37104,138,benign
1.5883009433746338,127.0.0.1,37104,127.0.0.1,8080,0,benign
1.5922765731811523,127.0.0.1,8080,127.0.0.1,37116,138,benign
1.598008632659912,127.0.0.1,37116,127.0.0.1,8080,0,benign
1.6044414043426514,127.0.0.1,8080,127.0.0.1,37116,56,benign
1.6085131168365479,127.0.0.1,37116,127.0.0.1,8080,0,benign
1.6126503944396973,127.0.0.1,8080,127.0.0.1,37104,56,benign
1.6173431873321533,127.0.0.1,37104,127.0.0.1,8080,0,benign
1.619940996170044,127.0.0.1,8080,127.0.0.1,37106,138,benign
1.6244819164276123,127.0.0.1,37106,127.0.0.1,8080,0,benign
1.6283092498779297,127.0.0.1,8080,127.0.0.1,37106,56,benign
1.6329009532928467,127.0.0.1,37106,127.0.0.1,8080,0,benign
1.635704755783081,127.0.0.1,8080,127.0.0.1,37120,138,benign
1.6390478610992432,127.0.0.1,37120,127.0.0.1,8080,0,benign
1.6437044143676758,127.0.0.1,8080,127.0.0.1,37120,56,benign
1.6475131511688232,127.0.0.1,37120,127.0.0.1,8080,0,benign
1.6498799324035645,127.0.0.1,8080,127.0.0.1,37136,138,benign
1.652331829071045,127.0.0.1,37136,127.0.0.1,8080,0,benign
1.6547377109527588,127.0.0.1,8080,127.0.0.1,37136,56,benign
1.6572492122650146,127.0.0.1,37136,127.0.0.1,8080,0,benign
1.6621828079223633,127.0.0.1,37120,127.0.0.1,8080,163,benign
1.6728684902191162,127.0.0.1,37106,127.0.0.1,8080,163,benign
1.6849801540374756,127.0.0.1,8080,127.0.0.1,37120,138,benign
1.6955981254577637,127.0.0.1,8080,127.0.0.1,37106,138,benign
1.7020854949951172,127.0.0.1,37090,127.0.0.1,8080,163,benign
1.7064299583435059,127.0.0.1,37140,127.0.0.1,8080,0,benign
1.7130634784698486,127.0.0.1,8080,127.0.0.1,37140,0,benign
1.7167365550994873,127.0.0.1,37140,127.0.0.1,8080,0,benign
1.721437692642212,127.0.0.1,37140,127.0.0.1,8080,163,benign
1.7260079383850098,127.0.0.1,8080,127.0.0.1,37140,0,benign
1.7292444705963135,127.0.0.1,8080,127.0.0.1,37090,138,benign
1.7344093322753906,127.0.0.1,8080,127.0.0.1,37140,138,benign
1.739405870437622,127.0.0.1,37140,127.0.0.1,8080,0,benign
1.7435407638549805,127.0.0.1,8080,127.0.0.1,37140,56,benign
1.7478995323181152,127.0.0.1,37140,127.0.0.1,8080,0,benign
1.7539608478546143,127.0.0.1,37136,127.0.0.1,8080,163,benign
1.75834059715271,127.0.0.1,8080,127.0.0.1,37136,138,benign
1.7625460624694824,127.0.0.1,37104,127.0.0.1,8080,163,benign
1.7667231559753418,127.0.0.1,8080,127.0.0.1,37106,56,benign
1.7704944610595703,127.0.0.1,37106,127.0.0.1,8080,0,benign
