elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,2,68.84,25.71,33.56,SCALE_UP,target_instance_1,normal,32.31
10.0,2,78.91,25.85,36.09,NO_ACTION,target_instance_1,normal,30.81
15.0,2,26.57,20.73,32.59,NO_ACTION,"target_instance_1,target_instance_2",normal,25.0
20.0,2,17.46,18.79,30.77,NO_ACTION,"target_instance_1,target_instance_2",normal,24.27
25.0,2,40.96,20.74,34.85,NO_ACTION,"target_instance_1,target_instance_2",normal,29.14
30.0,2,25.96,20.92,30.31,NO_ACTION,"target_instance_1,target_instance_2",normal,21.31
35.0,2,37.15,22.71,30.35,NO_ACTION,"target_instance_1,target_instance_2",normal,22.96
40.0,1,24.7,20.98,29.96,SCALE_DOWN,"target_instance_1,target_instance_2",normal,22.85
45.7,1,47.85,26.84,30.71,NO_ACTION,target_instance_1,normal,33.33
50.0,1,57.85,27.21,31.05,NO_ACTION,target_instance_1,normal,22.58
55.0,1,51.21,27.25,30.51,NO_ACTION,target_instance_1,normal,23.12
60.0,1,45.93,26.99,30.4,NO_ACTION,target_instance_1,normal,21.58
65.0,1,52.56,27.12,30.79,NO_ACTION,target_instance_1,normal,23.63
70.0,1,52.48,27.13,30.5,NO_ACTION,target_instance_1,normal,22.16
75.0,1,53.76,27.13,30.49,NO_ACTION,target_instance_1,normal,23.53
80.0,1,50.85,27.01,29.62,NO_ACTION,target_instance_1,normal,21.32
85.0,1,50.48,27.01,30.07,NO_ACTION,target_instance_1,normal,22.2
90.0,1,44.86,26.88,29.22,NO_ACTION,target_instance_1,normal,20.96
95.0,1,56.52,27.39,30.34,NO_ACTION,target_instance_1,normal,22.51
100.0,2,64.98,27.14,31.94,SCALE_UP,target_instance_1,normal,27.5
105.0,2,60.46,27.4,33.24,NO_ACTION,target_instance_1,normal,24.69
110.0,2,32.16,23.15,29.85,NO_ACTION,"target_instance_3,target_instance_1",normal,21.18
115.0,2,25.7,21.02,31.47,NO_ACTION,"target_instance_3,target_instance_1",normal,24.53
120.0,2,27.99,21.14,31.84,NO_ACTION,"target_instance_3,target_instance_1",normal,25.25
125.0,2,29.36,21.26,29.42,NO_ACTION,"target_instance_3,target_instance_1",normal,23.66
130.0,1,16.14,19.07,29.74,SCALE_DOWN,"target_instance_3,target_instance_1",normal,25.33
135.8,1,59.18,27.65,31.73,NO_ACTION,target_instance_1,normal,36.14
140.0,1,64.69,27.28,31.46,NO_ACTION,target_instance_1,normal,25.56
145.0,1,57.57,27.04,28.99,NO_ACTION,target_instance_1,normal,23.14
150.0,1,52.54,27.31,30.04,NO_ACTION,target_instance_1,normal,22.73
155.0,1,56.1,27.1,30.13,NO_ACTION,target_instance_1,normal,24.05
160.0,1,49.51,27.14,30.59,NO_ACTION,target_instance_1,normal,23.79
165.0,1,56.93,27.36,30.63,NO_ACTION,target_instance_1,normal,23.92
170.0,1,47.26,27.23,30.33,NO_ACTION,target_instance_1,normal,23.02
175.0,1,59.77,27.22,29.57,NO_ACTION,target_instance_1,normal,23.1
