elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,4.6,21.7,12.67,NO_ACTION,target_instance_1,normal,3.04
10.0,1,3.9,21.74,15.68,NO_ACTION,target_instance_1,normal,2.51
15.0,1,3.47,21.74,14.87,NO_ACTION,target_instance_1,normal,3.04
20.0,1,4.09,21.68,12.36,NO_ACTION,target_instance_1,normal,2.56
25.0,1,3.09,21.63,13.18,NO_ACTION,target_instance_1,normal,2.98
30.0,1,2.48,21.75,19.32,NO_ACTION,target_instance_1,normal,2.97
35.0,1,1.82,21.63,11.46,NO_ACTION,target_instance_1,normal,2.38
40.0,1,3.22,21.69,15.52,NO_ACTION,target_instance_1,normal,3.21
45.0,1,2.17,21.64,10.7,NO_ACTION,target_instance_1,normal,3.01
50.0,1,2.8,21.88,12.66,NO_ACTION,target_instance_1,normal,2.43
55.0,1,3.19,22.0,13.68,NO_ACTION,target_instance_1,normal,2.94
60.0,1,2.88,21.85,11.82,NO_ACTION,target_instance_1,normal,2.85
65.0,1,3.97,21.71,11.94,NO_ACTION,target_instance_1,normal,2.91
70.0,1,3.07,21.8,16.82,NO_ACTION,target_instance_1,normal,2.25
75.0,1,3.46,22.05,11.34,NO_ACTION,target_instance_1,normal,3.03
80.0,1,2.94,21.7,12.44,NO_ACTION,target_instance_1,normal,2.3
85.0,1,3.63,21.82,13.44,NO_ACTION,target_instance_1,normal,2.98
90.0,1,2.86,22.03,14.93,NO_ACTION,target_instance_1,normal,2.31
95.0,1,4.35,21.94,17.2,NO_ACTION,target_instance_1,normal,2.85
100.0,1,4.08,21.94,12.9,NO_ACTION,target_instance_1,normal,3.33
105.0,1,4.18,21.94,15.77,NO_ACTION,target_instance_1,normal,3.46
110.0,1,3.5,21.86,13.9,NO_ACTION,target_instance_1,normal,2.42
115.0,1,3.02,21.81,16.2,NO_ACTION,target_instance_1,normal,2.33
120.0,1,4.24,21.82,16.82,NO_ACTION,target_instance_1,normal,3.08
125.0,1,3.15,21.94,13.6,NO_ACTION,target_instance_1,normal,2.76
130.0,1,3.47,21.95,14.26,NO_ACTION,target_instance_1,normal,2.5
135.0,1,1.91,21.93,10.19,NO_ACTION,target_instance_1,normal,2.38
140.0,1,3.01,21.78,17.19,NO_ACTION,target_instance_1,normal,2.24
145.0,1,3.73,21.81,14.67,NO_ACTION,target_instance_1,normal,3.47
150.0,1,1.88,21.94,11.66,NO_ACTION,target_instance_1,normal,2.8
155.0,1,3.09,21.82,13.96,NO_ACTION,target_instance_1,normal,3.03
160.0,1,3.37,21.86,16.83,NO_ACTION,target_instance_1,normal,3.29
165.0,1,3.27,21.95,16.7,NO_ACTION,target_instance_1,normal,3.77
170.0,1,2.47,21.82,11.79,NO_ACTION,target_instance_1,normal,2.25
175.0,1,2.8,21.82,15.37,NO_ACTION,target_instance_1,normal,3.36
