num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,12.0,48.0,2,,,,
4,12.0,48.0,3,,,,
,12.0,,,26,10.145,2.563,41
,12.0,,,43,10.255,4.193,34
,12.0,,,41,10.356,3.959,32
,12.0,,,38,10.411,3.65,54
,12.0,,,195,19.018,10.254,0
,12.0,,,151,19.06,7.922,53
4,12.0,48.0,4,,,,
,12.0,,,0,20.636,0.0,233
,12.0,,,0,20.918,0.0,200
,12.0,,,754,112.205,6.72,313
,12.0,,,1120,112.185,9.984,0
,12.0,,,1079,112.27,9.611,0
,12.0,,,1100,112.57,9.772,0
