num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,13,11.928,1.09,0
,1.0,,,10,12.164,0.822,0
,1.0,,,18,12.327,1.46,0
,1.0,,,20,12.47,1.604,0
4,1.0,4.0,2,,,,
,1.0,,,20,23.595,0.848,0
4,1.0,4.0,1,,,,
,1.0,,,17,24.228,0.702,2
,1.0,,,18,29.432,0.612,0
,1.0,,,26,53.377,0.487,24
,1.0,,,36,29.648,1.214,0
,1.0,,,54,53.769,1.004,0
,1.0,,,21,30.225,0.695,0
4,1.0,4.0,2,,,,
,1.0,,,25,22.905,1.091,0
,1.0,,,62,53.644,1.156,0
,1.0,,,24,23.076,1.04,0
,1.0,,,22,23.78,0.925,0
4,1.0,4.0,1,,,,
,1.0,,,39,48.14,0.81,0
,1.0,,,22,72.419,0.304,54
,1.0,,,42,49.021,0.857,0
,1.0,,,60,49.043,1.223,0
,1.0,,,52,49.194,1.057,0
