num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,4.0,16.0,2,,,,
,4.0,,,31,6.541,4.739,0
,4.0,,,21,6.721,3.124,0
4,4.0,16.0,3,,,,
,4.0,,,0,7.997,0.0,27
,4.0,,,0,8.106,0.0,30
,4.0,,,293,78.323,3.741,0
,4.0,,,334,78.412,4.26,2
4,4.0,16.0,2,,,,
,4.0,,,0,80.079,0.0,299
,4.0,,,0,80.134,0.0,309
,4.0,,,118,33.532,3.519,2
4,4.0,16.0,1,,,,
,4.0,,,0,34.891,0.0,135
,4.0,,,0,34.957,0.0,128
,4.0,,,119,35.18,3.383,4
,4.0,,,0,19.212,0.0,67
,4.0,,,0,20.674,0.0,84
,4.0,,,0,20.744,0.0,72
,4.0,,,0,20.786,0.0,56
