num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,16.0,64.0,2,,,,
4,16.0,64.0,3,,,,
,16.0,,,47,13.164,3.57,43
,16.0,,,51,13.177,3.87,61
,16.0,,,35,13.273,2.637,70
,16.0,,,34,13.28,2.56,75
4,16.0,64.0,4,,,,
,16.0,,,215,25.659,8.379,41
,16.0,,,246,25.833,9.523,0
,16.0,,,2,27.455,0.073,268
,16.0,,,0,27.649,0.0,261
,16.0,,,1302,120.214,10.831,1
,16.0,,,1371,121.191,11.313,0
,16.0,,,0,121.954,0.0,1325
,16.0,,,344,121.945,2.821,1038
