num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
2,6.0,12.0,1,,,,
,6.0,,,51,7.04,7.244,0
,6.0,,,39,7.212,5.408,0
2,6.0,12.0,2,,,,
,6.0,,,215,37.925,5.669,0
2,6.0,12.0,1,,,,
,6.0,,,212,39.528,5.363,3
,6.0,,,84,15.134,5.55,0
,6.0,,,93,15.149,6.139,0
2,6.0,12.0,2,,,,
,6.0,,,222,33.482,6.63,0
,6.0,,,190,33.667,5.644,0
2,6.0,12.0,3,,,,
,6.0,,,193,33.233,5.807,0
,6.0,,,193,33.286,5.798,0
2,6.0,12.0,2,,,,
,6.0,,,44,8.45,5.207,0
,6.0,,,67,8.624,7.769,0
