num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,27,6.731,4.011,0
,5.0,,,30,6.762,4.437,0
,5.0,,,23,7.134,3.224,0
,5.0,,,36,7.489,4.807,0
4,5.0,20.0,2,,,,
,5.0,,,98,18.797,5.214,0
,5.0,,,109,19.054,5.721,0
,5.0,,,71,19.129,3.712,0
,5.0,,,99,19.781,5.005,0
4,5.0,20.0,3,,,,
,5.0,,,100,19.079,5.241,0
,5.0,,,98,19.315,5.074,0
,5.0,,,101,19.439,5.196,0
,5.0,,,92,19.513,4.715,0
4,5.0,20.0,4,,,,
,5.0,,,461,91.66,5.029,0
,5.0,,,450,91.732,4.906,0
,5.0,,,456,91.742,4.97,0
,5.0,,,477,91.883,5.191,0
