num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,27,6.71,4.024,0
,5.0,,,30,6.742,4.45,0
,5.0,,,33,6.803,4.851,0
,5.0,,,34,7.058,4.817,0
4,5.0,20.0,2,,,,
,5.0,,,92,18.767,4.902,0
,5.0,,,83,18.799,4.415,0
,5.0,,,79,18.881,4.184,0
,5.0,,,91,18.9,4.815,0
4,5.0,20.0,3,,,,
,5.0,,,139,24.211,5.741,0
,5.0,,,121,24.215,4.997,0
,5.0,,,127,24.316,5.223,0
,5.0,,,115,24.423,4.709,0
4,5.0,20.0,4,,,,
,5.0,,,323,62.771,5.146,0
,5.0,,,298,62.905,4.737,0
,5.0,,,319,63.049,5.06,0
4,5.0,20.0,3,,,,
,5.0,,,280,64.317,4.353,3
,5.0,,,120,23.125,5.189,0
,5.0,,,113,23.14,4.883,0
,5.0,,,117,23.246,5.033,0
,5.0,,,103,23.577,4.369,0
