num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
2,8.0,16.0,1,,,,
,8.0,,,58,6.699,8.658,0
,8.0,,,41,6.766,6.06,0
2,8.0,16.0,2,,,,
,8.0,,,150,18.841,7.961,0
,8.0,,,155,18.956,8.177,0
2,8.0,16.0,3,,,,
,8.0,,,442,53.133,8.319,0
,8.0,,,449,53.268,8.429,0
2,8.0,16.0,2,,,,
,8.0,,,232,29.997,7.734,0
,8.0,,,227,30.002,7.566,0
2,8.0,16.0,3,,,,
,8.0,,,183,22.881,7.998,0
,8.0,,,165,22.955,7.188,0
2,8.0,16.0,2,,,,
,8.0,,,28,3.392,8.255,0
,8.0,,,28,3.659,7.652,0
