num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,8.0,32.0,1,,,,
4,8.0,32.0,2,,,,
,8.0,,,49,8.141,6.019,8
,8.0,,,45,8.296,5.424,9
,8.0,,,44,8.314,5.293,12
,8.0,,,39,8.373,4.658,12
4,8.0,32.0,3,,,,
,8.0,,,153,20.646,7.411,23
,8.0,,,134,20.892,6.414,11
,8.0,,,41,20.943,1.958,126
,8.0,,,56,21.085,2.656,110
,8.0,,,159,18.621,8.539,0
,8.0,,,140,18.7,7.487,0
4,8.0,32.0,4,,,,
,8.0,,,0,20.592,0.0,141
,8.0,,,0,20.602,0.0,151
,8.0,,,694,92.071,7.538,0
,8.0,,,716,92.125,7.772,0
,8.0,,,736,92.209,7.982,0
,8.0,,,0,94.026,0.0,731
