num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,38,8.187,4.642,2
,10.0,,,60,8.218,7.301,3
,10.0,,,58,8.253,7.028,1
,10.0,,,45,8.337,5.398,4
4,10.0,40.0,3,,,,
,10.0,,,180,20.888,8.617,1
,10.0,,,191,21.02,9.087,2
,10.0,,,157,21.174,7.415,31
,10.0,,,141,21.189,6.654,38
,10.0,,,192,19.127,10.038,0
,10.0,,,194,19.203,10.103,0
4,10.0,40.0,4,,,,
,10.0,,,43,20.836,2.064,102
,10.0,,,47,20.909,2.248,149
,10.0,,,846,91.892,9.207,0
,10.0,,,797,91.892,8.673,0
,10.0,,,866,91.921,9.421,0
,10.0,,,747,93.209,8.014,84
