timestamp,src_ip,src_port,dst_ip,dst_port,packet_length,label
1.2693061828613281,127.0.0.1,48128,127.0.0.1,8080,0,benign
1.2731037139892578,127.0.0.1,8080,127.0.0.1,48128,0,benign
1.2762720584869385,127.0.0.1,48128,127.0.0.1,8080,0,benign
1.2796697616577148,127.0.0.1,48128,127.0.0.1,8080,163,benign
1.2873363494873047,127.0.0.1,8080,127.0.0.1,48128,0,benign
1.2977828979492188,127.0.0.1,48136,127.0.0.1,8080,0,benign
1.3019497394561768,127.0.0.1,8080,127.0.0.1,48136,0,benign
1.3049190044403076,127.0.0.1,48136,127.0.0.1,8080,0,benign
1.3069322109222412,127.0.0.1,48136,127.0.0.1,8080,163,benign
1.3089797496795654,127.0.0.1,8080,127.0.0.1,48136,0,benign
1.3124258518218994,127.0.0.1,48144,127.0.0.1,8080,0,benign
1.31813383102417,127.0.0.1,8080,127.0.0.1,48144,0,benign
1.3219687938690186,127.0.0.1,48144,127.0.0.1,8080,0,benign
1.3248043060302734,127.0.0.1,48158,127.0.0.1,8080,0,benign
1.3271572589874268,127.0.0.1,8080,127.0.0.1,48158,0,benign
1.3304839134216309,127.0.0.1,48158,127.0.0.1,8080,0,benign
1.3349859714508057,127.0.0.1,48166,127.0.0.1,8080,0,benign
1.338207483291626,127.0.0.1,8080,127.0.0.1,48166,0,benign
1.3405489921569824,127.0.0.1,48166,127.0.0.1,8080,0,benign
1.343475341796875,127.0.0.1,48158,127.0.0.1,8080,163,benign
1.346937656402588,127.0.0.1,48144,127.0.0.1,8080,163,benign
1.3503189086914062,127.0.0.1,8080,127.0.0.1,48158,0,benign
1.3534331321716309,127.0.0.1,8080,127.0.0.1,48144,0,benign
1.35715913772583,127.0.0.1,48166,127.0.0.1,8080,163,benign
1.3600976467132568,127.0.0.1,8080,127.0.0.1,48166,0,benign
1.3736953735351562,127.0.0.1,48168,127.0.0.1,8080,0,benign
1.3766758441925049,127.0.0.1,8080,127.0.0.1,48168,0,benign
1.3819375038146973,127.0.0.1,48168,127.0.0.1,8080,0,benign
1.387261152267456,127.0.0.1,48168,127.0.0.1,8080,163,benign
1.3917162418365479,127.0.0.1,8080,127.0.0.1,48168,0,benign
1.3943302631378174,127.0.0.1,8080,127.0.0.1,48128,138,benign
1.397749662399292,127.0.0.1,48128,127.0.0.1,8080,0,benign
1.4000205993652344,127.0.0.1,8080,127.0.0.1,48128,56,benign
1.403646469116211,127.0.0.1,48128,127.0.0.1,8080,0,benign
1.40736722946167,127.0.0.1,8080,127.0.0.1,48136,138,benign
1.410144329071045,127.0.0.1,48136,127.0.0.1,8080,0,benign
1.4136979579925537,127.0.0.1,48182,127.0.0.1,8080,0,benign
1.4185314178466797,127.0.0.1,8080,127.0.0.1,48182,0,benign
1.4276535511016846,127.0.0.1,48182,127.0.0.1,8080,0,benign
1.4343130588531494,127.0.0.1,8080,127.0.0.1,48144,138,benign
1.4379916191101074,127.0.0.1,48144,127.0.0.1,8080,0,benign
1.441765546798706,127.0.0.1,48182,127.0.0.1,8080,163,benign
1.447998046875,127.0.0.1,8080,127.0.0.1,48182,0,benign
1.4523296356201172,127.0.0.1,8080,127.0.0.1,48144,56,benign
1.4574060440063477,127.0.0.1,48144,127.0.0.1,8080,0,benign
1.4613022804260254,127.0.0.1,8080,127.0.0.1,48158,138,benign
1.4667000770568848,127.0.0.1,48158,127.0.0.1,8080,0,benign
1.4699313640594482,127.0.0.1,8080,127.0.0.1,48136,56,benign
1.4727349281311035,127.0.0.1,48136,127.0.0.1,8080,0,benign
1.4752795696258545,127.0.0.1,8080,127.0.0.1,48158,56,benign
1.4780833721160889,127.0.0.1,48158,127.0.0.1,8080,0,benign
1.4828755855560303,127.0.0.1,48158,127.0.0.1,8080,163,benign
1.4889788627624512,127.0.0.1,8080,127.0.0.1,48168,138,benign
1.4920659065246582,127.0.0.1,48168,127.0.0.1,8080,0,benign
1.4947006702423096,127.0.0.1,8080,127.0.0.1,48166,138,benign
1.5019304752349854,127.0.0.1,48166,127.0.0.1,8080,0,benign
1.5057644844055176,127.0.0.1,8080,127.0.0.1,48166,56,benign
1.510925054550171,127.0.0.1,48166,127.0.0.1,8080,0,benign
