num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.25,5.0,1,,,,
,1.25,,,7,6.72,1.042,0
,1.25,,,14,6.964,2.01,0
,1.25,,,13,7.175,1.812,0
,1.25,,,10,7.253,1.379,0
4,1.25,5.0,2,,,,
,1.25,,,34,22.851,1.488,0
,1.25,,,27,23.405,1.154,0
,1.25,,,27,23.665,1.141,0
4,1.25,5.0,1,,,,
,1.25,,,29,113.689,0.255,112
,1.25,,,130,89.663,1.45,0
,1.25,,,102,90.323,1.129,0
,1.25,,,106,90.485,1.171,0
,1.25,,,112,90.676,1.235,0
4,1.25,5.0,2,,,,
,1.25,,,24,22.896,1.048,0
,1.25,,,31,23.951,1.294,1
,1.25,,,30,24.099,1.245,0
,1.25,,,24,24.256,0.989,0
