num_clients,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,20.0,80.0,1,,,,
,20.0,,,3627,180.148,20.133,0
,20.0,,,3547,180.163,19.688,1
,20.0,,,3578,180.171,19.859,1
,20.0,,,3547,180.224,19.681,1
