num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,15,6.403,2.343,0
,2.5,,,17,6.412,2.651,0
,2.5,,,20,6.561,3.048,0
,2.5,,,18,6.565,2.742,0
4,2.5,10.0,2,,,,
,2.5,,,68,27.948,2.433,1
,2.5,,,65,28.087,2.314,0
,2.5,,,79,28.476,2.774,0
4,2.5,10.0,1,,,,
,2.5,,,110,39.446,2.789,0
,2.5,,,90,39.557,2.275,0
,2.5,,,96,39.717,2.417,0
,2.5,,,105,40.211,2.611,0
4,2.5,10.0,2,,,,
,2.5,,,73,27.996,2.608,2
,2.5,,,84,28.062,2.993,0
,2.5,,,67,28.152,2.38,0
,2.5,,,56,98.433,0.569,205
4,2.5,10.0,1,,,,
,2.5,,,82,29.781,2.753,3
,2.5,,,62,19.47,3.184,0
,2.5,,,51,19.588,2.604,0
,2.5,,,41,19.655,2.086,0
,2.5,,,44,20.262,2.172,0
4,2.5,10.0,2,,,,
,2.5,,,39,12.769,3.054,0
,2.5,,,35,13.038,2.684,0
,2.5,,,36,13.075,2.753,0
,2.5,,,29,13.15,2.205,0
