timestamp,rtt
1790010482.8929331,30.570117989555
1790010482.895795,28.85989600326866
1790010482.8971608,19.329752976773307
1790010482.9066248,15.469375997781754
1790010482.9073765,10.174484021263197
1790010482.9547582,7.683831005124375
1790010482.9553797,6.745081016561016
1790010482.9635115,10.851258994080126
1790010482.968542,8.061586006078869
1790010482.9704342,6.425421015592292
1790010482.9900444,6.311025004833937
1790010483.0080843,51.64722399786115
1790010483.016258,10.027842014096677
1790010483.0168684,7.113933999789879
1790010483.017441,13.427441008388996
1790010483.0435092,48.0111520155333
1790010483.0452986,6.898040999658406
1790010483.0584939,6.294393999269232
1790010483.065087,6.570501020178199
1790010483.074731,48.88065400882624
1790010483.078703,55.097914999350905
1790010483.0862982,50.07737100822851
1790010483.0905228,49.06765298801474
1790010483.0917501,7.516287994803861
1790010483.098635,53.3139789768029
1790010483.1026032,54.95829801657237
1790010483.105462,5.625896999845281
1790010483.1344163,45.85794999729842
1790010483.14757,7.945327990455553
1790010483.1681433,7.443536014761776
1790010483.1745229,47.582390980096534
1790010483.1823041,47.166029980871826
1790010483.1875515,4.595756996423006
1790010483.2063708,47.295417985878885
1790010483.2220042,5.686964024789631
1790010483.2223012,46.641932014608756
1790010483.2515242,47.808837989578024
1790010483.2554579,46.4686140185222
1790010483.2583528,6.442924990551546
1790010483.2667513,52.3712029971648
1790010483.2683506,5.848038999829441
1790010483.2907617,6.99439799063839
1790010483.2949874,6.3402999949175864
1790010483.3016012,5.722225003410131
1790010483.3022974,52.94422199949622
1790010483.3066473,51.16089899092913
1790010483.306877,47.904297010973096
1790010483.3112888,4.037123988382518
1790010483.3274567,47.86426201462746
1790010483.3346322,48.729840986197814
1790010483.3516238,6.735642993589863
1790010483.3624516,47.56372899282724
1790010483.366511,45.86591100087389
1790010483.3704743,45.07453300175257
1790010483.424143,5.763207998825237
1790010483.4264195,45.21938497782685
1790010483.4386547,47.206389979692176
1790010483.442431,49.39695799839683
1790010483.4826903,48.421805986436084
1790010483.486177,6.8832580000162125
1790010483.527259,5.981662980047986
1790010483.5391665,5.030189000535756
1790010483.5530539,6.312678015092388
1790010483.5604606,53.703526995377615
1790010483.5699663,6.704114988679066
1790010483.5915084,7.690213999012485
1790010483.602311,5.013712012441829
1790010483.6068327,48.60112801543437
1790010483.6328177,50.79793999902904
1790010483.6337743,8.264208008768037
1790010483.6381924,8.659298997372389
1790010483.6462948,6.962007988477126
1790010483.6636074,5.394937004894018
1790010483.6757596,53.30502399010584
1790010483.6780126,7.091209990903735
1790010483.6783712,52.420600986806676
1790010483.6907523,49.35390400351025
1790010483.6910233,47.84278100123629
1790010483.718481,49.45833800593391
1790010483.7200782,9.131580998655409
1790010483.7284517,54.73340000025928
