num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,8.0,32.0,1,,,,
4,8.0,32.0,2,,,,
,8.0,,,42,8.321,5.048,5
,8.0,,,48,8.439,5.688,5
,8.0,,,39,8.449,4.616,5
,8.0,,,45,8.47,5.313,7
,8.0,,,152,20.17,7.536,0
,8.0,,,164,20.26,8.095,0
4,8.0,32.0,3,,,,
,8.0,,,143,20.761,6.888,0
,8.0,,,153,21.041,7.271,0
,8.0,,,114,18.774,6.072,0
,8.0,,,116,18.992,6.108,0
,8.0,,,113,19.218,5.88,0
,8.0,,,120,19.454,6.168,0
4,8.0,32.0,4,,,,
,8.0,,,725,91.232,7.947,0
,8.0,,,746,91.292,8.172,0
,8.0,,,756,91.291,8.281,0
,8.0,,,676,91.393,7.397,0
