num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,45,6.411,7.019,0
,5.0,,,33,6.488,5.086,0
,5.0,,,33,6.588,5.009,0
,5.0,,,35,6.998,5.001,0
4,5.0,20.0,2,,,,
,5.0,,,97,19.024,5.099,0
,5.0,,,99,19.128,5.176,0
,5.0,,,107,19.127,5.594,0
,5.0,,,105,19.218,5.464,0
4,5.0,20.0,3,,,,
,5.0,,,166,28.823,5.759,0
,5.0,,,134,29.036,4.615,0
,5.0,,,147,29.109,5.05,0
,5.0,,,134,29.184,4.592,0
4,5.0,20.0,4,,,,
,5.0,,,422,82.198,5.134,0
,5.0,,,417,82.209,5.072,0
,5.0,,,434,82.234,5.278,0
,5.0,,,411,82.486,4.983,0
