num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.0,8.0,1,,,,
,2.0,,,16,6.614,2.419,0
,2.0,,,14,6.775,2.066,0
,2.0,,,17,7.293,2.331,0
4,2.0,8.0,2,,,,
,2.0,,,83,37.801,2.196,0
,2.0,,,74,38.075,1.944,0
,2.0,,,88,38.202,2.304,0
,2.0,,,102,46.258,2.205,0
4,2.0,8.0,1,,,,
,2.0,,,83,39.476,2.103,2
,2.0,,,140,74.507,1.879,0
,2.0,,,144,74.694,1.928,0
,2.0,,,132,75.208,1.755,0
4,2.0,8.0,2,,,,
,2.0,,,37,17.412,2.125,0
,2.0,,,33,17.734,1.861,0
,2.0,,,33,17.784,1.856,0
,2.0,,,41,17.811,2.302,0
,2.0,,,192,94.113,2.04,0
