num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
2,8.0,16.0,1,,,,
,8.0,,,61,6.914,8.823,0
,8.0,,,62,6.939,8.935,0
2,8.0,16.0,2,,,,
,8.0,,,178,18.912,9.412,0
,8.0,,,147,18.92,7.769,0
2,8.0,16.0,3,,,,
,8.0,,,159,18.997,8.37,0
,8.0,,,143,19.436,7.357,0
2,8.0,16.0,4,,,,
,8.0,,,241,27.985,8.612,0
,8.0,,,220,28.043,7.845,0
2,8.0,16.0,3,,,,
,8.0,,,213,25.129,8.476,0
,8.0,,,180,25.423,7.08,0
2,8.0,16.0,4,,,,
,8.0,,,297,37.082,8.009,0
,8.0,,,329,37.117,8.864,0
