num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,6.0,24.0,1,,,,
,6.0,,,38,7.799,4.872,0
,6.0,,,48,8.002,5.998,0
,6.0,,,35,8.13,4.305,0
4,6.0,24.0,2,,,,
,6.0,,,41,8.235,4.979,0
,6.0,,,112,18.592,6.024,0
,6.0,,,115,18.735,6.138,0
,6.0,,,100,18.813,5.315,0
,6.0,,,93,18.821,4.941,0
4,6.0,24.0,3,,,,
,6.0,,,115,18.864,6.096,0
,6.0,,,93,18.991,4.897,0
,6.0,,,106,19.026,5.571,0
,6.0,,,96,19.054,5.038,0
4,6.0,24.0,4,,,,
,6.0,,,599,92.061,6.507,0
,6.0,,,545,92.067,5.92,0
,6.0,,,562,92.381,6.084,0
,6.0,,,515,92.477,5.569,0
