num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
2,8.0,16.0,1,,,,
,8.0,,,58,6.614,8.769,0
,8.0,,,47,6.895,6.817,0
2,8.0,16.0,2,,,,
,8.0,,,155,18.959,8.176,0
,8.0,,,157,18.988,8.269,0
2,8.0,16.0,3,,,,
,8.0,,,300,34.133,8.789,0
,8.0,,,268,34.154,7.847,0
2,8.0,16.0,4,,,,
,8.0,,,316,42.854,7.374,0
,8.0,,,329,42.925,7.665,0
2,8.0,16.0,3,,,,
,8.0,,,164,19.864,8.256,0
,8.0,,,172,20.019,8.592,0
2,8.0,16.0,4,,,,
,8.0,,,114,12.418,9.18,0
,8.0,,,105,12.451,8.433,0
