num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,3.0,12.0,1,,,,
,3.0,,,11,6.481,1.697,0
,3.0,,,22,6.51,3.379,0
,3.0,,,19,6.727,2.825,0
,3.0,,,17,6.758,2.516,0
4,3.0,12.0,2,,,,
,3.0,,,164,58.754,2.791,0
,3.0,,,135,58.791,2.296,0
,3.0,,,190,58.924,3.225,0
,3.0,,,194,59.125,3.281,0
4,3.0,12.0,3,,,,
,3.0,,,164,53.255,3.08,0
,3.0,,,145,53.311,2.72,0
,3.0,,,167,53.402,3.127,0
,3.0,,,154,53.79,2.863,0
4,3.0,12.0,2,,,,
,3.0,,,45,14.598,3.083,0
,3.0,,,40,14.654,2.73,0
,3.0,,,41,14.719,2.786,0
,3.0,,,45,14.735,3.054,0
4,3.0,12.0,3,,,,
,3.0,,,13,2.463,5.278,0
,3.0,,,9,2.81,3.203,0
,3.0,,,8,3.159,2.533,0
,3.0,,,7,3.431,2.04,0
