elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.0,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,29.93,11.19,1.66,NO_ACTION,target_instance_1,normal
10.0,1,33.01,11.11,1.91,NO_ACTION,target_instance_1,normal
15.0,1,42.83,11.02,2.15,NO_ACTION,target_instance_1,normal
20.0,1,27.09,11.17,1.63,NO_ACTION,target_instance_1,attack
25.0,2,105.42,13.5,222.14,SCALE_UP,target_instance_1,normal
30.0,2,27.4,11.33,15.01,NO_ACTION,target_instance_1,normal
35.0,2,16.63,11.07,1.89,NO_ACTION,"target_instance_1,target_instance_2",normal
40.0,2,17.71,11.09,1.81,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,3,104.76,13.16,134.44,SCALE_UP,"target_instance_1,target_instance_2",normal
50.0,3,52.56,13.18,13.2,NO_ACTION,"target_instance_1,target_instance_2",normal
55.0,3,8.79,12.4,1.53,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
60.0,3,8.79,12.4,1.48,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
65.0,3,59.07,12.46,94.42,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
70.0,3,31.91,11.71,10.18,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
75.0,2,8.94,11.77,1.48,SCALE_DOWN,"target_instance_1,target_instance_2,target_instance_3",normal
80.82,2,13.34,12.15,1.47,NO_ACTION,"target_instance_1,target_instance_2",attack
85.0,2,103.11,13.13,114.54,NO_ACTION,"target_instance_1,target_instance_2",normal
90.0,2,13.59,13.18,8.9,NO_ACTION,"target_instance_1,target_instance_2",normal
95.0,1,13.27,13.08,1.5,SCALE_DOWN,"target_instance_1,target_instance_2",normal
100.63,1,27.4,13.3,1.51,NO_ACTION,target_instance_1,normal
105.0,1,26.38,13.31,1.46,NO_ACTION,target_instance_1,normal
110.0,1,25.32,13.39,1.5,NO_ACTION,target_instance_1,normal
115.0,1,26.15,13.46,1.46,NO_ACTION,target_instance_1,normal
120.0,1,27.85,13.4,1.5,NO_ACTION,target_instance_1,normal
125.0,1,26.87,13.46,1.47,NO_ACTION,target_instance_1,normal
130.0,1,26.23,13.54,1.47,NO_ACTION,target_instance_1,normal
135.0,1,27.21,13.5,1.5,NO_ACTION,target_instance_1,normal
140.0,1,27.38,13.48,1.48,NO_ACTION,target_instance_1,normal
145.0,1,28.46,13.44,1.51,NO_ACTION,target_instance_1,normal
150.0,1,28.23,13.33,1.49,NO_ACTION,target_instance_1,normal
155.0,1,26.56,13.38,1.48,NO_ACTION,target_instance_1,normal
160.0,1,27.6,13.38,1.5,NO_ACTION,target_instance_1,normal
165.0,1,25.86,13.44,1.46,NO_ACTION,target_instance_1,normal
170.0,1,27.13,13.52,1.47,NO_ACTION,target_instance_1,normal
175.0,1,27.13,13.33,1.48,NO_ACTION,target_instance_1,normal
