num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,85,16.399,5.183,0
,5.0,,,76,16.428,4.626,0
,5.0,,,80,16.551,4.834,0
,5.0,,,93,16.968,5.481,0
4,5.0,20.0,2,,,,
,5.0,,,129,28.037,4.601,0
,5.0,,,122,28.086,4.344,0
,5.0,,,133,28.508,4.665,3
4,5.0,20.0,1,,,,
,5.0,,,122,29.813,4.092,4
,5.0,,,166,29.572,5.613,0
,5.0,,,137,29.592,4.63,0
,5.0,,,158,29.604,5.337,0
,5.0,,,145,29.879,4.853,0
4,5.0,20.0,2,,,,
,5.0,,,371,68.228,5.438,0
,5.0,,,361,68.229,5.291,0
,5.0,,,339,68.519,4.948,1
,5.0,,,357,69.901,5.107,3
