num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,50,5.064,9.875,0
,10.0,,,50,5.072,9.859,0
,10.0,,,50,5.061,9.88,0
,10.0,,,50,5.079,9.845,0
4,10.0,40.0,1,,,,
,10.0,,,64,6.498,9.85,0
,10.0,,,65,6.579,9.88,0
,10.0,,,65,6.586,9.869,0
,10.0,,,65,6.588,9.866,0
4,10.0,40.0,2,,,,
,10.0,,,50,5.034,9.932,0
,10.0,,,50,5.037,9.926,0
,10.0,,,50,5.035,9.93,0
,10.0,,,50,5.034,9.932,0
4,10.0,40.0,1,,,,
,10.0,,,50,5.053,9.894,0
,10.0,,,50,5.057,9.886,0
,10.0,,,50,5.064,9.873,0
,10.0,,,50,5.062,9.877,0
