elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,10.59,23.09,20.38,NO_ACTION,target_instance_1,normal
10.0,1,9.09,23.41,16.19,NO_ACTION,target_instance_1,normal
15.0,1,13.05,23.27,19.6,NO_ACTION,target_instance_1,normal
20.0,1,9.68,23.49,18.64,NO_ACTION,target_instance_1,normal
25.0,1,16.51,23.9,42.8,NO_ACTION,target_instance_1,attack
30.0,1,13.19,24.16,29.11,NO_ACTION,target_instance_1,attack
35.0,1,22.99,24.23,39.33,NO_ACTION,target_instance_1,attack
40.0,1,14.21,24.12,34.86,NO_ACTION,target_instance_1,attack
45.0,1,15.09,24.13,31.75,NO_ACTION,target_instance_1,attack
50.0,1,15.81,24.01,31.64,NO_ACTION,target_instance_1,attack
55.0,1,15.42,24.36,31.53,NO_ACTION,target_instance_1,attack
60.0,1,18.88,24.45,29.19,NO_ACTION,target_instance_1,attack
65.0,1,15.34,24.45,35.88,NO_ACTION,target_instance_1,attack
70.0,1,18.29,24.42,33.68,NO_ACTION,target_instance_1,attack
75.0,1,27.55,24.45,47.93,NO_ACTION,target_instance_1,attack
80.0,1,19.01,24.22,35.94,NO_ACTION,target_instance_1,attack
85.0,1,18.99,24.55,36.13,NO_ACTION,target_instance_1,attack
90.0,1,18.47,24.54,36.41,NO_ACTION,target_instance_1,attack
95.0,1,16.25,24.58,36.74,NO_ACTION,target_instance_1,attack
100.0,1,14.97,24.43,27.82,NO_ACTION,target_instance_1,attack
105.0,1,25.25,24.58,32.21,NO_ACTION,target_instance_1,attack
110.0,1,22.3,24.84,34.89,NO_ACTION,target_instance_1,attack
115.0,1,18.0,24.71,30.53,NO_ACTION,target_instance_1,attack
120.0,1,15.43,24.68,31.93,NO_ACTION,target_instance_1,attack
125.0,1,18.24,24.72,30.8,NO_ACTION,target_instance_1,attack
130.0,1,14.7,24.59,34.92,NO_ACTION,target_instance_1,attack
135.0,1,18.02,24.36,32.73,NO_ACTION,target_instance_1,attack
140.0,1,19.41,24.61,31.48,NO_ACTION,target_instance_1,attack
145.0,1,16.43,24.62,35.27,NO_ACTION,target_instance_1,attack
150.0,1,16.83,24.62,31.29,NO_ACTION,target_instance_1,attack
155.0,1,13.77,24.37,29.89,NO_ACTION,target_instance_1,attack
160.0,1,14.74,24.62,27.5,NO_ACTION,target_instance_1,attack
165.0,1,11.91,24.72,18.83,NO_ACTION,target_instance_1,normal
170.0,1,9.74,24.25,16.79,NO_ACTION,target_instance_1,normal
175.0,1,10.88,24.44,19.36,NO_ACTION,target_instance_1,normal
