num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,25,5.919,4.224,0
,10.0,,,26,5.949,4.37,0
,10.0,,,27,5.949,4.539,0
,10.0,,,26,5.951,4.369,0
4,10.0,40.0,2,,,,
,10.0,,,48,5.903,8.131,0
,10.0,,,48,5.919,8.109,0
,10.0,,,48,5.922,8.105,0
,10.0,,,48,5.945,8.073,0
4,10.0,40.0,3,,,,
,10.0,,,50,5.004,9.991,0
,10.0,,,50,5.004,9.992,0
,10.0,,,43,5.08,8.465,0
,10.0,,,42,5.093,8.247,0
4,10.0,40.0,2,,,,
,10.0,,,37,4.21,8.789,0
,10.0,,,36,4.214,8.543,0
,10.0,,,37,4.264,8.678,0
,10.0,,,37,4.262,8.681,0
