num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,13,5.858,2.219,0
,10.0,,,14,5.877,2.382,0
,10.0,,,14,5.877,2.382,0
,10.0,,,14,5.879,2.381,0
4,10.0,40.0,2,,,,
,10.0,,,26,5.875,4.425,0
,10.0,,,25,5.909,4.231,0
,10.0,,,26,5.922,4.39,0
,10.0,,,27,5.961,4.529,0
4,10.0,40.0,3,,,,
,10.0,,,23,5.841,3.938,0
,10.0,,,48,5.878,8.167,0
,10.0,,,48,5.928,8.097,0
,10.0,,,25,5.948,4.203,0
4,10.0,40.0,4,,,,
,10.0,,,74,10.01,7.393,0
,10.0,,,69,10.02,6.886,0
,10.0,,,73,10.106,7.223,0
,10.0,,,72,10.112,7.121,0
