num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,50,5.075,9.852,0
,10.0,,,50,5.078,9.846,0
,10.0,,,50,5.078,9.847,0
,10.0,,,50,5.073,9.856,0
4,10.0,40.0,1,,,,
,10.0,,,50,5.044,9.913,0
,10.0,,,50,5.051,9.899,0
,10.0,,,50,5.053,9.895,0
,10.0,,,50,5.052,9.896,0
4,10.0,40.0,1,,,,
,10.0,,,50,5.047,9.906,0
,10.0,,,50,5.06,9.882,0
,10.0,,,50,5.057,9.888,0
,10.0,,,50,5.065,9.872,0
4,10.0,40.0,1,,,,
,10.0,,,50,5.06,9.882,0
,10.0,,,50,5.067,9.868,0
,10.0,,,50,5.06,9.882,0
,10.0,,,50,5.065,9.871,0
