elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,3.45,12.95,6.78,NO_ACTION,target_instance_1,normal
10.0,1,3.14,13.23,6.56,NO_ACTION,target_instance_1,normal
15.0,1,2.52,13.15,6.15,NO_ACTION,target_instance_1,normal
20.0,1,3.28,13.12,5.98,NO_ACTION,target_instance_1,normal
25.0,1,3.05,12.92,5.77,NO_ACTION,target_instance_1,normal
30.0,1,2.73,12.91,5.7,NO_ACTION,target_instance_1,attack
35.0,2,100.56,13.19,371.9,SCALE_UP,target_instance_1,normal
40.0,2,1.8,12.87,5.73,NO_ACTION,target_instance_1,normal
45.0,2,1.35,12.82,5.43,NO_ACTION,"target_instance_1,target_instance_2",normal
50.0,2,1.75,12.81,5.28,NO_ACTION,"target_instance_1,target_instance_2",attack
55.0,3,85.32,12.85,343.62,SCALE_UP,"target_instance_1,target_instance_2",normal
60.0,3,15.76,12.85,5.39,NO_ACTION,"target_instance_1,target_instance_2",normal
65.0,3,1.09,12.8,5.37,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
70.0,3,1.08,12.79,5.36,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
75.0,4,62.4,12.82,330.18,SCALE_UP,"target_instance_1,target_instance_2,target_instance_3",normal
80.0,4,11.84,12.79,5.48,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
85.0,4,0.79,12.8,5.42,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
90.0,4,0.79,12.85,5.36,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",attack
95.0,4,49.36,12.87,326.06,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
100.0,4,49.58,12.81,323.9,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
105.0,4,49.42,12.81,321.06,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
110.0,4,49.29,12.87,318.68,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
115.0,4,49.29,12.87,320.21,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
