num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.75,7.0,1,,,,
,1.75,,,22,11.673,1.885,0
,1.75,,,22,11.751,1.872,0
,1.75,,,19,12.303,1.544,0
,1.75,,,29,12.496,2.321,0
4,1.75,7.0,2,,,,
,1.75,,,36,22.717,1.585,0
,1.75,,,44,22.949,1.917,0
,1.75,,,43,23.193,1.854,0
4,1.75,7.0,1,,,,
,1.75,,,39,24.36,1.601,3
,1.75,,,70,39.444,1.775,0
,1.75,,,74,39.567,1.87,0
,1.75,,,74,39.588,1.869,0
,1.75,,,85,39.599,2.147,0
4,1.75,7.0,2,,,,
,1.75,,,50,23.521,2.126,0
,1.75,,,37,23.576,1.569,0
,1.75,,,42,23.813,1.764,0
,1.75,,,48,23.907,2.008,0
4,1.75,7.0,1,,,,
,1.75,,,54,29.549,1.827,0
,1.75,,,50,29.727,1.682,0
,1.75,,,55,29.839,1.843,0
,1.75,,,45,30.445,1.478,0
4,1.75,7.0,2,,,,
,1.75,,,13,7.803,1.666,0
,1.75,,,16,8.107,1.974,0
,1.75,,,12,8.377,1.433,0
,1.75,,,10,8.656,1.155,0
