num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
,10.0,,,153,16.204,9.442,0
,10.0,,,165,16.248,10.155,0
,10.0,,,172,16.264,10.575,0
,10.0,,,148,16.282,9.09,0
4,10.0,40.0,2,,,,
,10.0,,,631,63.328,9.964,0
,10.0,,,646,63.386,10.192,8
,10.0,,,614,63.397,9.685,0
4,10.0,40.0,1,,,,
,10.0,,,641,65.068,9.851,4
,10.0,,,189,19.736,9.576,0
,10.0,,,216,19.743,10.941,0
,10.0,,,188,19.781,9.504,0
,10.0,,,188,19.979,9.41,0
4,10.0,40.0,2,,,,
,10.0,,,374,37.395,10.001,0
,10.0,,,378,37.445,10.095,0
,10.0,,,362,37.465,9.662,0
,10.0,,,372,37.573,9.901,0
