num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,5,5.01,0.998,0
,1.0,,,5,5.006,0.999,0
,1.0,,,5,5.008,0.998,0
,1.0,,,5,5.009,0.998,0
4,1.0,4.0,1,,,,
,1.0,,,5,5.005,0.999,0
,1.0,,,5,5.004,0.999,0
,1.0,,,5,5.008,0.998,0
,1.0,,,5,5.013,0.998,0
4,1.0,4.0,1,,,,
,1.0,,,5,5.005,0.999,0
,1.0,,,5,5.009,0.998,0
,1.0,,,5,5.011,0.998,0
,1.0,,,5,5.005,0.999,0
4,1.0,4.0,1,,,,
,1.0,,,5,5.006,0.999,0
,1.0,,,5,5.005,0.999,0
,1.0,,,5,5.003,0.999,0
,1.0,,,5,5.01,0.998,0
