elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,9.46,22.91,19.93,NO_ACTION,target_instance_1,normal
10.0,1,7.55,22.82,14.92,NO_ACTION,target_instance_1,normal
15.0,1,8.26,22.7,16.85,NO_ACTION,target_instance_1,normal
20.0,1,7.5,22.75,17.73,NO_ACTION,target_instance_1,normal
25.0,1,23.69,23.81,17.69,NO_ACTION,target_instance_1,attack
30.0,1,15.62,24.04,14.47,NO_ACTION,target_instance_1,attack
35.0,1,18.35,23.91,15.72,NO_ACTION,target_instance_1,attack
40.0,1,16.27,24.07,17.06,NO_ACTION,target_instance_1,attack
45.0,1,17.35,24.04,17.6,NO_ACTION,target_instance_1,attack
50.0,1,16.11,24.24,16.0,NO_ACTION,target_instance_1,attack
55.0,1,18.06,24.21,16.9,NO_ACTION,target_instance_1,attack
60.0,1,17.05,24.35,17.57,NO_ACTION,target_instance_1,attack
65.0,1,20.37,24.26,17.61,NO_ACTION,target_instance_1,attack
70.0,1,18.31,24.27,17.64,NO_ACTION,target_instance_1,attack
75.0,1,14.94,24.27,16.85,NO_ACTION,target_instance_1,attack
80.0,1,18.46,24.57,17.92,NO_ACTION,target_instance_1,attack
85.0,1,17.16,24.48,17.73,NO_ACTION,target_instance_1,attack
90.0,1,19.28,24.56,15.55,NO_ACTION,target_instance_1,attack
95.0,1,18.12,24.97,13.77,NO_ACTION,target_instance_1,attack
100.0,1,15.95,24.5,16.76,NO_ACTION,target_instance_1,attack
105.0,1,17.95,24.73,16.57,NO_ACTION,target_instance_1,attack
110.0,1,16.51,24.56,13.4,NO_ACTION,target_instance_1,attack
115.0,1,19.38,24.34,16.62,NO_ACTION,target_instance_1,attack
120.0,1,17.35,24.48,14.69,NO_ACTION,target_instance_1,attack
125.0,1,20.61,24.23,15.05,NO_ACTION,target_instance_1,attack
130.0,1,18.57,24.55,14.33,NO_ACTION,target_instance_1,attack
135.0,1,16.54,24.81,13.92,NO_ACTION,target_instance_1,attack
140.0,1,15.22,24.74,16.97,NO_ACTION,target_instance_1,attack
145.0,1,17.62,24.57,17.73,NO_ACTION,target_instance_1,attack
150.0,1,16.31,24.45,15.88,NO_ACTION,target_instance_1,attack
155.0,1,19.81,24.32,19.4,NO_ACTION,target_instance_1,attack
160.0,1,17.6,24.57,14.89,NO_ACTION,target_instance_1,attack
165.0,1,8.82,24.0,16.21,NO_ACTION,target_instance_1,normal
170.0,1,6.79,24.0,12.69,NO_ACTION,target_instance_1,normal
175.0,1,7.74,23.76,15.21,NO_ACTION,target_instance_1,normal
