elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.0,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,1.17,13.09,2.84,NO_ACTION,target_instance_1,normal
10.0,1,1.54,13.04,3.15,NO_ACTION,target_instance_1,normal
15.0,1,1.24,13.04,2.22,NO_ACTION,target_instance_1,normal
20.0,1,1.37,13.02,2.29,NO_ACTION,target_instance_1,attack
25.0,1,42.28,13.09,208.68,NO_ACTION,target_instance_1,normal
30.0,1,1.68,13.06,3.1,NO_ACTION,target_instance_1,normal
35.0,1,2.04,13.1,2.72,NO_ACTION,target_instance_1,normal
40.0,1,1.24,13.07,2.47,NO_ACTION,target_instance_1,attack
45.0,1,45.14,13.21,217.49,NO_ACTION,target_instance_1,normal
50.0,1,1.2,13.1,3.08,NO_ACTION,target_instance_1,normal
55.0,1,2.15,13.02,2.26,NO_ACTION,target_instance_1,normal
60.0,1,1.08,13.01,1.92,NO_ACTION,target_instance_1,attack
65.0,1,42.54,13.07,217.8,NO_ACTION,target_instance_1,normal
70.0,1,1.05,13.06,1.97,NO_ACTION,target_instance_1,normal
75.0,1,1.52,13.14,2.31,NO_ACTION,target_instance_1,normal
80.0,1,1.62,13.03,2.68,NO_ACTION,target_instance_1,attack
85.0,1,39.94,13.05,200.32,NO_ACTION,target_instance_1,normal
90.0,1,1.38,13.09,2.83,NO_ACTION,target_instance_1,normal
95.0,1,1.31,13.03,1.88,NO_ACTION,target_instance_1,normal
100.0,1,1.53,13.01,2.59,NO_ACTION,target_instance_1,normal
105.0,1,1.24,13.07,2.11,NO_ACTION,target_instance_1,normal
110.0,1,1.18,13.11,1.83,NO_ACTION,target_instance_1,normal
115.0,1,2.13,13.02,2.54,NO_ACTION,target_instance_1,normal
120.0,1,1.33,13.18,2.12,NO_ACTION,target_instance_1,normal
125.0,1,1.38,13.03,2.25,NO_ACTION,target_instance_1,normal
130.0,1,1.57,13.09,2.21,NO_ACTION,target_instance_1,normal
135.0,1,1.2,12.9,2.29,NO_ACTION,target_instance_1,normal
140.0,1,1.47,12.93,2.6,NO_ACTION,target_instance_1,normal
145.0,1,1.11,12.89,1.83,NO_ACTION,target_instance_1,normal
150.0,1,1.5,12.95,1.94,NO_ACTION,target_instance_1,normal
155.0,1,2.62,12.98,3.9,NO_ACTION,target_instance_1,normal
160.0,1,1.18,12.91,1.88,NO_ACTION,target_instance_1,normal
165.0,1,1.2,13.01,2.22,NO_ACTION,target_instance_1,normal
170.0,1,1.31,13.05,2.13,NO_ACTION,target_instance_1,normal
175.0,1,1.19,12.97,1.9,NO_ACTION,target_instance_1,normal
