elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.0,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,1.62,11.05,2.51,NO_ACTION,target_instance_1,normal
10.0,1,1.3,10.95,2.66,NO_ACTION,target_instance_1,normal
15.0,1,1.27,11.07,2.09,NO_ACTION,target_instance_1,normal
20.0,1,1.3,10.94,1.87,NO_ACTION,target_instance_1,attack
25.0,2,99.96,13.1,524.08,SCALE_UP,target_instance_1,normal
30.0,2,0.68,12.99,7.1,NO_ACTION,target_instance_1,normal
35.0,2,0.73,11.96,2.44,NO_ACTION,"target_instance_1,target_instance_2",normal
40.0,2,0.69,12.01,2.52,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,3,98.22,13.12,338.22,SCALE_UP,"target_instance_1,target_instance_2",normal
50.0,3,41.32,13.02,5.45,NO_ACTION,"target_instance_1,target_instance_2",normal
55.0,3,0.49,12.33,2.34,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
60.0,3,0.47,12.34,2.33,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack
65.0,4,65.34,12.34,265.05,SCALE_UP,"target_instance_1,target_instance_2,target_instance_3",normal
70.0,4,57.9,12.26,3.95,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
75.0,4,0.38,12.27,2.51,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
80.0,4,0.36,11.91,2.02,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",attack
85.0,4,54.15,11.95,226.26,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
90.0,4,97.77,11.96,216.49,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
95.0,4,41.32,11.93,3.9,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
100.0,3,0.38,11.92,2.4,SCALE_DOWN,"target_instance_1,target_instance_2,target_instance_3,target_instance_4",normal
105.61,3,0.33,12.27,2.11,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
110.0,3,0.3,12.28,2.05,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
115.0,3,0.4,12.28,2.06,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",normal
120.0,2,0.36,12.31,2.31,SCALE_DOWN,"target_instance_1,target_instance_2,target_instance_3",normal
125.63,2,0.43,12.96,2.31,NO_ACTION,"target_instance_1,target_instance_2",normal
130.0,2,0.38,12.99,2.58,NO_ACTION,"target_instance_1,target_instance_2",normal
135.0,2,0.35,12.95,2.39,NO_ACTION,"target_instance_1,target_instance_2",normal
140.0,1,0.36,12.95,2.09,SCALE_DOWN,"target_instance_1,target_instance_2",normal
145.69,1,0.35,13.0,1.96,NO_ACTION,target_instance_1,normal
150.0,1,0.35,13.12,2.12,NO_ACTION,target_instance_1,normal
155.0,1,0.43,13.02,2.15,NO_ACTION,target_instance_1,normal
160.0,1,0.43,13.05,2.59,NO_ACTION,target_instance_1,normal
165.0,1,0.37,13.02,2.19,NO_ACTION,target_instance_1,normal
170.0,1,0.36,13.01,2.75,NO_ACTION,target_instance_1,normal
175.0,1,0.4,13.11,2.0,NO_ACTION,target_instance_1,normal
