num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.5,2.0,1,,,,
,0.5,,,4,6.809,0.587,0
,0.5,,,4,7.272,0.55,0
4,0.5,2.0,2,,,,
,0.5,,,18,34.435,0.523,0
,0.5,,,20,42.479,0.471,0
,0.5,,,18,42.602,0.423,0
,0.5,,,15,34.962,0.429,0
,0.5,,,16,35.001,0.457,0
4,0.5,2.0,3,,,,
,0.5,,,13,22.356,0.581,0
,0.5,,,27,58.278,0.463,0
,0.5,,,10,23.084,0.433,0
,0.5,,,9,23.326,0.386,0
4,0.5,2.0,2,,,,
,0.5,,,23,42.058,0.547,0
,0.5,,,38,65.651,0.579,0
,0.5,,,23,42.201,0.545,0
4,0.5,2.0,3,,,,
,0.5,,,44,65.324,0.674,0
4,0.5,2.0,2,,,,
,0.5,,,16,29.741,0.538,0
,0.5,,,11,29.856,0.368,0
,0.5,,,5,7.985,0.626,0
,0.5,,,17,30.331,0.56,0
,0.5,,,4,8.925,0.448,0
,0.5,,,4,9.551,0.419,0
,0.5,,,36,75.267,0.478,0
,0.5,,,9,34.827,0.258,2
,0.5,,,2,14.047,0.142,0
