num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,17,8.035,2.116,1
4,2.5,10.0,2,,,,
,2.5,,,7,8.148,0.859,6
,2.5,,,6,8.373,0.717,9
,2.5,,,14,8.468,1.653,8
,2.5,,,60,18.303,3.278,0
,2.5,,,54,18.883,2.86,0
4,2.5,10.0,3,,,,
,2.5,,,0,19.744,0.0,47
,2.5,,,0,20.343,0.0,55
,2.5,,,46,18.703,2.459,0
,2.5,,,50,19.522,2.561,0
4,2.5,10.0,4,,,,
,2.5,,,0,19.905,0.0,40
,2.5,,,0,20.532,0.0,48
,2.5,,,228,92.514,2.465,0
,2.5,,,236,92.627,2.548,1
,2.5,,,250,93.278,2.68,0
,2.5,,,0,94.197,0.0,215
