elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,12.63,22.15,16.89,NO_ACTION,target_instance_1,normal
10.0,1,7.57,22.07,17.24,NO_ACTION,target_instance_1,normal
15.0,1,8.97,22.16,17.21,NO_ACTION,target_instance_1,normal
20.0,1,7.25,22.18,14.86,NO_ACTION,target_instance_1,normal
25.0,1,12.77,23.54,218.67,NO_ACTION,target_instance_1,attack
30.0,1,11.24,23.43,121.92,NO_ACTION,target_instance_1,attack
35.0,1,23.19,23.37,105.31,NO_ACTION,target_instance_1,attack
40.0,1,14.33,23.63,123.99,NO_ACTION,target_instance_1,attack
45.0,1,10.02,23.63,272.73,NO_ACTION,target_instance_1,attack
50.0,1,15.95,23.39,188.98,NO_ACTION,target_instance_1,attack
55.0,1,11.11,23.78,125.34,NO_ACTION,target_instance_1,attack
60.0,1,16.61,23.66,137.58,NO_ACTION,target_instance_1,attack
65.0,1,7.07,23.67,125.1,NO_ACTION,target_instance_1,attack
70.0,1,11.9,23.67,0.0,NO_ACTION,target_instance_1,attack
75.0,1,15.62,23.67,102.12,NO_ACTION,target_instance_1,attack
80.0,1,27.09,23.43,142.52,NO_ACTION,target_instance_1,attack
85.0,1,6.89,23.54,112.93,NO_ACTION,target_instance_1,attack
90.0,1,13.06,23.83,117.45,NO_ACTION,target_instance_1,attack
95.0,1,13.94,23.54,103.28,NO_ACTION,target_instance_1,attack
100.0,1,14.77,23.43,99.51,NO_ACTION,target_instance_1,attack
105.0,1,29.38,23.55,127.99,NO_ACTION,target_instance_1,attack
110.0,1,12.86,23.8,97.59,NO_ACTION,target_instance_1,attack
115.0,1,11.75,23.79,107.98,NO_ACTION,target_instance_1,attack
120.0,1,13.5,23.6,144.39,NO_ACTION,target_instance_1,attack
125.0,1,7.75,23.68,95.05,NO_ACTION,target_instance_1,attack
130.0,1,13.26,23.56,98.8,NO_ACTION,target_instance_1,attack
135.0,1,13.03,23.43,91.52,NO_ACTION,target_instance_1,attack
140.0,1,11.76,23.68,110.33,NO_ACTION,target_instance_1,attack
145.0,1,10.18,23.55,94.51,NO_ACTION,target_instance_1,attack
150.0,1,8.6,23.93,135.53,NO_ACTION,target_instance_1,attack
155.0,1,8.56,23.69,103.48,NO_ACTION,target_instance_1,attack
160.0,1,10.47,23.68,116.8,NO_ACTION,target_instance_1,attack
165.0,1,7.4,23.55,17.5,NO_ACTION,target_instance_1,normal
170.0,1,8.17,23.51,16.31,NO_ACTION,target_instance_1,normal
175.0,1,9.38,23.46,16.1,NO_ACTION,target_instance_1,normal
