num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.0,8.0,1,,,,
,2.0,,,16,6.324,2.53,0
,2.0,,,13,6.5,2.0,0
,2.0,,,11,7.048,1.561,0
,2.0,,,8,7.272,1.1,0
4,2.0,8.0,2,,,,
,2.0,,,35,18.937,1.848,0
,2.0,,,39,18.97,2.056,0
,2.0,,,29,19.271,1.505,0
4,2.0,8.0,3,,,,
,2.0,,,50,18.914,2.644,0
,2.0,,,38,19.025,1.997,0
,2.0,,,65,39.532,1.644,0
,2.0,,,42,19.482,2.156,0
,2.0,,,35,19.659,1.78,0
4,2.0,8.0,4,,,,
,2.0,,,196,92.448,2.12,0
,2.0,,,184,92.866,1.981,0
,2.0,,,200,93.153,2.147,0
,2.0,,,199,94.894,2.097,0
