num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.0,8.0,1,,,,
,2.0,,,14,6.447,2.171,0
,2.0,,,9,7.076,1.272,0
,2.0,,,17,7.191,2.364,0
4,2.0,8.0,2,,,,
,2.0,,,46,26.361,1.745,0
,2.0,,,41,19.456,2.107,0
,2.0,,,35,19.829,1.765,0
,2.0,,,51,19.979,2.553,0
4,2.0,8.0,3,,,,
,2.0,,,60,33.055,1.815,0
,2.0,,,63,33.11,1.903,0
,2.0,,,75,33.325,2.251,0
,2.0,,,99,53.459,1.852,0
4,2.0,8.0,2,,,,
,2.0,,,64,34.624,1.848,2
,2.0,,,71,29.697,2.391,0
,2.0,,,72,29.894,2.408,0
,2.0,,,69,30.072,2.294,0
,2.0,,,60,30.502,1.967,0
4,2.0,8.0,3,,,,
,2.0,,,46,22.951,2.004,0
,2.0,,,53,23.142,2.29,1
,2.0,,,40,23.144,1.728,0
,2.0,,,42,23.881,1.759,0
4,2.0,8.0,2,,,,
,2.0,,,37,19.665,1.882,0
,2.0,,,33,19.895,1.659,0
,2.0,,,42,20.063,2.093,0
4,2.0,8.0,3,,,,
,2.0,,,4,2.365,1.692,0
,2.0,,,8,2.455,3.258,0
,2.0,,,54,23.481,2.3,0
,2.0,,,7,3.211,2.18,0
,2.0,,,7,3.627,1.93,0
