num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.25,5.0,1,,,,
,1.25,,,11,7.108,1.548,0
,1.25,,,10,7.813,1.28,0
4,1.25,5.0,2,,,,
,1.25,,,19,18.354,1.035,0
,1.25,,,25,18.647,1.341,0
,1.25,,,41,26.819,1.529,0
,1.25,,,18,19.379,0.929,0
4,1.25,5.0,3,,,,
,1.25,,,55,44.287,1.242,0
,1.25,,,57,44.613,1.278,0
,1.25,,,95,72.431,1.312,0
,1.25,,,59,44.978,1.312,0
,1.25,,,47,44.986,1.045,0
4,1.25,5.0,4,,,,
,1.25,,,73,73.66,0.991,0
,1.25,,,82,73.97,1.109,0
,1.25,,,91,74.353,1.224,0
,1.25,,,96,74.42,1.29,1
,1.25,,,170,139.478,1.219,0
