num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,13,6.91,1.881,9
,5.0,,,13,7.766,1.674,14
4,5.0,20.0,2,,,,
,5.0,,,7,8.432,0.83,18
,5.0,,,16,8.534,1.875,28
4,5.0,20.0,3,,,,
,5.0,,,19,20.29,0.936,80
,5.0,,,14,20.389,0.687,82
,5.0,,,0,20.414,0.0,100
,5.0,,,0,20.464,0.0,100
,5.0,,,110,20.262,5.429,0
4,5.0,20.0,4,,,,
,5.0,,,0,20.677,0.0,102
,5.0,,,0,20.887,0.0,90
,5.0,,,0,20.979,0.0,112
,5.0,,,406,91.993,4.413,0
,5.0,,,421,92.28,4.562,5
,5.0,,,227,93.146,2.437,225
,5.0,,,0,93.588,0.0,473
