num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.25,5.0,1,,,,
,1.25,,,13,12.175,1.068,0
,1.25,,,14,12.652,1.107,0
,1.25,,,11,12.957,0.849,0
,1.25,,,14,13.183,1.062,0
4,1.25,5.0,2,,,,
,1.25,,,54,37.893,1.425,0
,1.25,,,43,38.259,1.124,0
,1.25,,,44,38.318,1.148,1
,1.25,,,39,38.528,1.012,1
4,1.25,5.0,1,,,,
,1.25,,,17,14.194,1.198,0
,1.25,,,24,14.239,1.686,0
,1.25,,,32,14.342,2.231,0
,1.25,,,13,15.245,0.853,0
4,1.25,5.0,2,,,,
,1.25,,,30,23.091,1.299,3
,1.25,,,29,23.384,1.24,0
,1.25,,,32,23.576,1.357,0
,1.25,,,18,23.622,0.762,2
4,1.25,5.0,1,,,,
,1.25,,,12,14.738,0.814,0
,1.25,,,25,14.86,1.682,0
4,1.25,5.0,2,,,,
,1.25,,,34,19.15,1.775,0
,1.25,,,31,19.238,1.611,0
,1.25,,,37,34.994,1.057,0
,1.25,,,30,19.468,1.541,0
,1.25,,,11,19.589,0.562,0
,1.25,,,51,35.314,1.444,0
4,1.25,5.0,3,,,,
,1.25,,,14,12.085,1.158,0
,1.25,,,11,12.196,0.902,0
,1.25,,,13,12.347,1.053,0
,1.25,,,18,14.824,1.214,0
