num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.25,1.0,1,,,,
4,0.25,1.0,2,,,,
,0.25,,,14,28.323,0.494,0
,0.25,,,18,86.316,0.209,0
,0.25,,,7,28.959,0.242,0
4,0.25,1.0,1,,,,
,0.25,,,12,20.429,0.587,0
,0.25,,,7,49.656,0.141,4
,0.25,,,9,20.929,0.43,0
4,0.25,1.0,2,,,,
,0.25,,,4,27.24,0.147,0
,0.25,,,15,78.034,0.192,0
,0.25,,,7,27.49,0.255,0
,0.25,,,20,49.34,0.405,0
4,0.25,1.0,1,,,,
,0.25,,,30,140.758,0.213,0
,0.25,,,12,54.716,0.219,0
,0.25,,,39,141.738,0.275,0
,0.25,,,1,4.709,0.212,0
,0.25,,,6,33.378,0.18,0
,0.25,,,34,142.435,0.239,0
,0.25,,,7,38.013,0.184,0
,0.25,,,2,10.481,0.191,0
,0.25,,,3,13.037,0.23,0
,0.25,,,2,17.342,0.115,0
