num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,2,,,,
,0.75,,,8,7.99,1.001,0
4,0.75,3.0,3,,,,
,0.75,,,22,26.605,0.827,0
,0.75,,,16,18.493,0.865,0
,0.75,,,15,19.384,0.774,0
,0.75,,,23,27.614,0.833,0
,0.75,,,10,19.672,0.508,0
,0.75,,,25,27.848,0.898,0
4,0.75,3.0,4,,,,
,0.75,,,44,53.003,0.83,0
,0.75,,,56,73.23,0.765,0
,0.75,,,32,53.539,0.598,0
4,0.75,3.0,3,,,,
,0.75,,,6,14.559,0.412,0
,0.75,,,8,15.163,0.528,0
,0.75,,,41,69.666,0.589,0
4,0.75,3.0,4,,,,
,0.75,,,41,58.013,0.707,0
,0.75,,,40,42.71,0.937,0
,0.75,,,30,43.343,0.692,0
,0.75,,,29,44.53,0.651,0
,0.75,,,35,44.704,0.783,0
,0.75,,,49,60.51,0.81,0
,0.75,,,80,117.234,0.682,0
