elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal
5.0,1,24.39,22.79,26.51,NO_ACTION,target_instance_1,normal
10.0,1,22.37,22.96,28.31,NO_ACTION,target_instance_1,normal
15.0,1,26.46,22.94,27.96,NO_ACTION,target_instance_1,normal
20.0,1,26.58,23.3,26.53,NO_ACTION,target_instance_1,normal
25.0,2,210.68,28.4,497.24,SCALE_UP,target_instance_1,attack
30.0,2,156.23,27.42,304.57,NO_ACTION,target_instance_1,attack
35.0,2,91.38,24.32,247.06,NO_ACTION,"target_instance_1,target_instance_2",attack
40.0,2,65.37,23.6,191.74,NO_ACTION,"target_instance_1,target_instance_2",attack
45.0,3,92.82,24.56,184.54,SCALE_UP,"target_instance_1,target_instance_2",attack
50.0,3,96.83,24.45,323.2,NO_ACTION,"target_instance_1,target_instance_2",attack
55.0,3,58.21,24.54,181.73,NO_ACTION,"target_instance_1,target_instance_2",attack
60.0,3,65.18,23.43,225.97,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
65.0,3,31.89,23.44,184.39,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
70.0,3,35.44,23.44,163.34,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
75.0,3,57.9,23.45,217.3,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
80.0,3,55.95,23.54,182.14,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
85.0,3,50.09,23.47,273.74,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
90.0,4,73.7,23.48,295.99,SCALE_UP,"target_instance_1,target_instance_3,target_instance_2",attack
95.0,4,65.76,23.49,283.46,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
100.0,4,28.83,23.5,148.21,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",attack
105.0,4,48.38,22.96,180.34,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
110.0,4,50.75,22.96,208.77,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
115.0,4,48.72,23.03,272.63,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
120.0,4,62.68,23.03,203.23,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
125.0,4,51.32,22.97,163.94,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
130.0,4,25.71,22.97,161.09,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
135.0,4,30.85,22.92,189.85,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
140.0,4,31.69,22.98,191.18,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
145.0,4,39.25,22.98,360.44,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
150.0,4,54.79,22.98,244.72,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
155.0,4,47.79,22.98,293.08,NO_ACTION,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
160.0,3,12.94,22.92,176.02,SCALE_DOWN,"target_instance_1,target_instance_4,target_instance_3,target_instance_2",attack
166.32,3,61.65,23.45,50.91,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",normal
170.0,3,61.66,23.44,25.09,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",normal
175.0,3,6.5,23.59,27.85,NO_ACTION,"target_instance_1,target_instance_3,target_instance_2",normal
