num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,2.5,10.0,1,,,,
,2.5,,,12,7.664,1.566,0
,2.5,,,17,7.674,2.215,0
4,2.5,10.0,2,,,,
,2.5,,,16,8.013,1.997,0
,2.5,,,26,8.039,3.234,0
,2.5,,,39,19.102,2.042,0
,2.5,,,51,19.107,2.669,1
,2.5,,,56,19.152,2.924,0
,2.5,,,49,19.436,2.521,0
4,2.5,10.0,3,,,,
,2.5,,,52,24.939,2.085,0
,2.5,,,55,25.025,2.198,0
,2.5,,,45,25.1,1.793,0
,2.5,,,63,25.126,2.507,0
4,2.5,10.0,4,,,,
,2.5,,,235,86.46,2.718,0
,2.5,,,206,86.687,2.376,0
,2.5,,,216,86.922,2.485,0
,2.5,,,204,87.064,2.343,0
