num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,0.75,3.0,2,,,,
,0.75,,,10,11.838,0.845,0
,0.75,,,9,11.917,0.755,0
,0.75,,,8,12.154,0.658,0
,0.75,,,10,12.184,0.821,0
4,0.75,3.0,3,,,,
,0.75,,,76,92.579,0.821,0
,0.75,,,89,92.653,0.961,0
,0.75,,,78,92.644,0.842,1
,0.75,,,67,92.901,0.721,0
4,0.75,3.0,2,,,,
,0.75,,,25,24.743,1.01,0
,0.75,,,21,24.828,0.846,0
,0.75,,,18,25.488,0.706,0
,0.75,,,18,25.71,0.7,0
4,0.75,3.0,3,,,,
,0.75,,,5,7.322,0.683,0
,0.75,,,5,7.616,0.657,0
,0.75,,,7,8.617,0.812,0
,0.75,,,9,9.276,0.97,0
