elapsed_time_s,num_instances,average_cpu_percent,mem_usage,avg_rtt_ms,decision,active_containers_names,label,host_cpu_percent
0.01,1,0.0,0.0,0.0,NO_ACTION,,normal,0.0
5.0,1,6.66,22.17,15.29,NO_ACTION,target_instance_1,normal,5.14
10.0,1,9.68,22.38,17.44,NO_ACTION,target_instance_1,normal,5.28
15.0,1,9.49,22.6,17.65,NO_ACTION,target_instance_1,normal,6.2
20.0,1,8.78,22.5,16.96,NO_ACTION,target_instance_1,normal,5.48
25.0,2,215.26,33.91,1148.8,SCALE_UP,target_instance_1,attack,39.45
30.0,2,216.24,43.01,338.28,NO_ACTION,target_instance_1,attack,61.44
35.0,2,205.91,43.13,1352.68,NO_ACTION,"target_instance_1,target_instance_2",attack,62.32
40.0,2,206.86,45.65,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack,61.85
45.0,3,206.82,51.71,0.0,SCALE_UP,"target_instance_1,target_instance_2",attack,66.64
50.0,3,202.07,50.21,0.0,NO_ACTION,"target_instance_1,target_instance_2",attack,64.64
55.0,3,197.18,51.88,1288.51,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,83.73
60.0,3,195.98,52.09,1578.42,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,83.18
65.0,4,196.56,56.79,1283.5,SCALE_UP,"target_instance_1,target_instance_2,target_instance_3",attack,85.81
70.0,4,186.4,61.19,1801.89,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,84.01
75.0,4,189.15,66.52,787.75,NO_ACTION,"target_instance_1,target_instance_2,target_instance_3",attack,93.32
80.0,4,187.44,56.16,1614.04,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,98.83
85.01,4,188.05,59.79,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,98.84
90.0,4,190.37,60.72,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.33
95.01,4,187.05,64.11,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,98.42
100.0,4,185.97,68.15,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.27
105.0,4,189.96,68.89,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.81
110.0,4,188.23,73.07,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.61
115.0,4,185.32,73.89,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.82
120.0,4,184.0,77.68,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.58
125.0,4,186.53,81.75,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.4
130.01,4,187.21,82.4,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.18
135.01,4,185.8,86.63,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.49
140.0,4,186.55,87.62,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.43
145.0,4,186.02,91.48,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.14
150.0,4,184.28,91.84,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.2
155.0,4,188.85,94.74,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.92
160.0,4,186.38,93.13,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",attack,99.43
165.0,4,181.56,93.91,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",normal,99.52
170.0,4,185.59,91.87,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",normal,99.7
175.0,4,190.49,92.39,0.0,NO_ACTION,"target_instance_1,target_instance_4,target_instance_2,target_instance_3",normal,99.66
