num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,35,41.353,0.846,0
,1.0,,,48,41.57,1.155,0
,1.0,,,46,41.971,1.096,0
4,1.0,4.0,2,,,,
,1.0,,,26,22.991,1.131,1
,1.0,,,20,23.538,0.85,0
,1.0,,,23,23.719,0.97,1
,1.0,,,69,66.736,1.034,0
4,1.0,4.0,1,,,,
,1.0,,,24,19.387,1.238,0
,1.0,,,38,43.669,0.87,0
,1.0,,,13,19.912,0.653,0
,1.0,,,21,20.118,1.044,0
,1.0,,,21,20.212,1.039,0
4,1.0,4.0,2,,,,
,1.0,,,21,23.275,0.902,0
,1.0,,,24,23.964,1.001,0
,1.0,,,15,24.052,0.624,1
4,1.0,4.0,1,,,,
,1.0,,,31,28.05,1.105,0
,1.0,,,59,52.798,1.117,0
,1.0,,,23,28.466,0.808,0
,1.0,,,25,29.462,0.849,0
,1.0,,,30,29.647,1.012,0
