num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,45,6.352,7.084,0
,5.0,,,34,6.423,5.294,0
,5.0,,,26,6.474,4.016,0
,5.0,,,34,6.911,4.92,0
4,5.0,20.0,2,,,,
,5.0,,,83,19.257,4.31,0
,5.0,,,98,19.265,5.087,0
,5.0,,,94,19.306,4.869,0
,5.0,,,103,19.328,5.329,0
4,5.0,20.0,3,,,,
,5.0,,,156,33.821,4.612,0
,5.0,,,181,33.86,5.346,0
,5.0,,,156,33.961,4.594,0
,5.0,,,192,34.272,5.602,0
4,5.0,20.0,4,,,,
,5.0,,,409,77.29,5.292,0
,5.0,,,387,77.432,4.998,0
,5.0,,,408,77.471,5.266,0
,5.0,,,394,77.564,5.08,0
