num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,1.0,4.0,1,,,,
,1.0,,,7,6.395,1.095,0
,1.0,,,4,6.402,0.625,0
,1.0,,,6,6.675,0.899,0
4,1.0,4.0,2,,,,
,1.0,,,22,18.925,1.162,0
,1.0,,,21,18.952,1.108,0
,1.0,,,24,26.443,0.908,0
,1.0,,,14,19.205,0.729,0
,1.0,,,13,19.564,0.664,0
4,1.0,4.0,3,,,,
,1.0,,,31,23.625,1.312,0
,1.0,,,19,23.694,0.802,0
4,1.0,4.0,2,,,,
,1.0,,,22,18.821,1.169,2
,1.0,,,39,43.607,0.894,0
,1.0,,,18,19.506,0.923,1
,1.0,,,18,19.579,0.919,0
,1.0,,,22,44.118,0.499,17
4,1.0,4.0,1,,,,
,1.0,,,24,29.525,0.813,0
,1.0,,,37,30.217,1.224,0
4,1.0,4.0,2,,,,
,1.0,,,44,37.38,1.177,0
,1.0,,,34,37.446,0.908,0
,1.0,,,81,88.222,0.918,0
,1.0,,,62,68.494,0.905,0
,1.0,,,42,38.081,1.103,0
,1.0,,,38,38.091,0.998,0
,1.0,,,62,69.434,0.893,0
