num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,33,7.488,4.407,0
,5.0,,,31,7.61,4.073,0
4,5.0,20.0,2,,,,
,5.0,,,46,7.774,5.917,0
,5.0,,,24,7.835,3.063,0
,5.0,,,96,20.31,4.727,0
4,5.0,20.0,3,,,,
,5.0,,,96,20.549,4.672,0
,5.0,,,92,20.993,4.382,12
,5.0,,,79,21.03,3.757,10
,5.0,,,98,18.904,5.184,0
,5.0,,,102,19.108,5.338,0
4,5.0,20.0,4,,,,
,5.0,,,75,20.425,3.672,17
,5.0,,,80,20.596,3.884,17
,5.0,,,442,92.11,4.799,15
,5.0,,,453,92.15,4.916,0
,5.0,,,494,92.333,5.35,0
,5.0,,,435,92.415,4.707,0
