num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,10.0,40.0,1,,,,
4,10.0,40.0,2,,,,
,10.0,,,9,10.304,0.873,56
,10.0,,,13,10.298,1.262,53
,10.0,,,19,10.328,1.84,60
,10.0,,,23,10.328,2.227,62
4,10.0,40.0,3,,,,
,10.0,,,0,22.626,0.0,148
,10.0,,,19,22.815,0.833,140
,10.0,,,24,22.917,1.047,165
,10.0,,,0,22.979,0.0,189
4,10.0,40.0,4,,,,
,10.0,,,0,25.404,0.0,202
,10.0,,,0,25.589,0.0,182
,10.0,,,110,25.682,4.283,70
,10.0,,,0,25.736,0.0,168
,10.0,,,27,114.772,0.235,898
,10.0,,,0,116.762,0.0,844
,10.0,,,0,116.762,0.0,924
,10.0,,,0,116.761,0.0,874
