num_attackers,rps_per_worker,planned_total_rps,num_targets,total_requests,elapsed_time_s,real_rps,errors
4,5.0,20.0,1,,,,
,5.0,,,31,6.263,4.949,0
,5.0,,,34,6.316,5.383,0
,5.0,,,29,6.33,4.581,0
,5.0,,,36,6.358,5.663,0
4,5.0,20.0,2,,,,
,5.0,,,129,28.256,4.565,0
,5.0,,,142,28.707,4.947,3
,5.0,,,126,29.067,4.335,0
4,5.0,20.0,1,,,,
,5.0,,,147,29.951,4.908,5
,5.0,,,225,44.745,5.029,0
,5.0,,,215,44.769,4.802,0
,5.0,,,218,45.016,4.843,0
,5.0,,,224,45.598,4.913,0
4,5.0,20.0,2,,,,
,5.0,,,164,33.723,4.863,0
,5.0,,,190,33.772,5.626,0
,5.0,,,165,33.824,4.878,0
,5.0,,,164,34.513,4.752,0
4,5.0,20.0,3,,,,
,5.0,,,100,22.949,4.357,0
,5.0,,,118,23.011,5.128,0
,5.0,,,112,23.134,4.841,0
4,5.0,20.0,2,,,,
,5.0,,,2,0.283,7.066,0
,5.0,,,2,0.295,6.774,0
,5.0,,,107,24.764,4.321,5
,5.0,,,1,0.664,1.505,0
,5.0,,,4,0.862,4.639,0
